Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate
"God of War Ragnarök (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA34394_00-GOWRAGNAROK00000,50%,HK$468.00,HK$234.00,28/2/2024 02:59 PM UTC,4.85,71k,Action,8/11/2022
"God of War Ragnarök Digital Deluxe Edition (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-PPSA08334_00-GOWRAGNAROKDELUX,38%,HK$628.00,HK$389.36,28/2/2024 02:59 PM UTC,4.85,71k,Action,8/11/2022
"NBA 2K24 Black Mamba Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",2K,https://store.playstation.com/en-hk/product/UP1001-PPSA15301_00-NBA2K24MAMBA0000,67%,HK$788.00,HK$260.04,28/2/2024 03:59 PM UTC,3.21,17k,Sport,7/9/2023
"UFC® 5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA03540_00-BASENAPS5UFC5000,40%,HK$549.00,HK$329.40,28/2/2024 03:59 PM UTC,3.01,5.7k,Fighting,26/10/2023
"Grand Theft Auto V (PS4™ & PS5™) (Simplified Chinese, English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-PPSA03420_00-GTAVCROSSGENBUND,67%,HK$468.00,HK$154.44,28/2/2024 03:59 PM UTC,4.52,674k,"Action, Adventure",16/6/2022
"Grand Theft Auto Online (PlayStation®5) (Simplified Chinese, English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-PPSA03420_00-GTAOSTANDALONE01,50%,HK$159.00,HK$79.50,28/2/2024 03:59 PM UTC,4.52,674k,"Action, Adventure",14/3/2022
"Grand Theft Auto V: Premium Edition & Great White Shark Card Bundle (English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-CUSA00419_00-ASIA000000000011,56%,HK$359.00,HK$157.96,28/2/2024 03:59 PM UTC,4.52,674k,"Action, Adventure",18/12/2017
"Grand Theft Auto V: Premium Edition & Megalodon Shark Card Bundle (English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-CUSA00419_00-ASIA000000000013,60%,HK$709.00,HK$283.60,28/2/2024 03:59 PM UTC,4.52,674k,"Action, Adventure",18/12/2017
"Grand Theft Auto V: Premium Edition & Whale Shark Card Bundle (English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-CUSA00419_00-ASIA000000000012,60%,HK$479.00,HK$191.60,28/2/2024 03:59 PM UTC,4.52,674k,"Action, Adventure",18/12/2017
"Red Dead Redemption 2:  Ultimate Edition (Simplified Chinese, English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-CUSA03041_00-RDR2ULTMEDTNBUND,70%,HK$768.00,HK$230.40,28/2/2024 03:59 PM UTC,4.7,226k,"Action, Adventure",25/10/2018
"NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition PS4™ & PS5® (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA06979_00-NARUTOUNSADX0000,30%,HK$669.00,HK$468.30,28/2/2024 03:59 PM UTC,3.73,3.1k,"Action, Fighting, Adventure",15/11/2023
"NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS PS4™ & PS5® (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA06979_00-NARUTOUNSA000000,30%,HK$479.00,HK$335.30,28/2/2024 03:59 PM UTC,3.73,3.1k,"Action, Fighting, Adventure",15/11/2023
"Avatar: Frontiers of Pandora Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01579_00-AVATAR2DELUXEED0,33%,HK$618.00,HK$414.06,28/2/2024 03:59 PM UTC,3.98,5k,Unique,10/1/2024
"Avatar: Frontiers of Pandora™ Gold Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01579_00-AVATAR2GOLDEDIT0,33%,HK$858.00,HK$574.86,28/2/2024 03:59 PM UTC,3.98,5k,Unique,6/12/2023
"Remnant II® - Standard Edition (English, Korean, Japanese)",Gearbox Publishing,https://store.playstation.com/en-hk/product/EP1965-PPSA06694_00-REM2STDPREORDER0,40%,HK$398.00,HK$238.80,28/2/2024 03:59 PM UTC,4.64,6.5k,"Action, Adventure, Role Playing Games",24/7/2023
"Remnant II® - Ultimate Edition (English, Korean, Japanese)",Gearbox Publishing,https://store.playstation.com/en-hk/product/EP1965-PPSA06694_00-REM2ULTIMATE0000,40%,HK$568.00,HK$340.80,28/2/2024 03:59 PM UTC,4.64,6.5k,"Action, Adventure, Role Playing Games",21/7/2023
"Diablo® IV - Ultimate Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Activision,https://store.playstation.com/en-hk/product/UP0002-PPSA02442_00-DIVGAMEULTIMATE1,40%,HK$789.00,HK$473.40,28/2/2024 03:59 PM UTC,4.15,7.1k,Unique,1/6/2023
"Overcooked! All You Can Eat (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-PPSA01528_00-0538983162460184,60%,HK$308.00,HK$123.20,28/2/2024 03:59 PM UTC,4.45,685,"Family, Simulation",11/11/2020
"Overcooked! All You Can Eat (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA23463_00-OVERCOOKEDAYCE00,,,Not available for purchase,,4.45,685,"Family, Simulation",22/3/2021
"Marvel's Spider-Man: Miles Morales PS4 & PS5 (Simplified Chinese, English, Korean, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-PPSA01419_00-MARVELSSMMORALES,60%,HK$398.00,HK$159.20,28/2/2024 03:59 PM UTC,4.58,101k,Action,11/11/2020
"Horizon Forbidden West™ (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/EP9000-PPSA01521_00-FORBIDDENWESTPS5,40%,HK$398.00,HK$238.80,28/2/2024 03:59 PM UTC,4.64,32k,Action,17/2/2022
"Horizon Forbidden West™ (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/EP9000-CUSA24705_00-FORBIDDENWESTPS4,50%,HK$308.00,HK$154.00,28/2/2024 03:59 PM UTC,4.64,32k,Action,17/2/2022
A Way Out (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA07995_00-ASIAPLACEHOLDER0,80%,HK$210.00,HK$42.00,28/2/2024 03:59 PM UTC,4.18,58k,"Action, Adventure",22/3/2018
"God of War (English, Korean, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA07413_00-00000000GODOFWAR,60%,HK$148.00,HK$59.20,28/2/2024 03:59 PM UTC,4.75,212k,Action,19/4/2018
"The Last of Us™ Remastered  PlayStation®Hits (English, Korean, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA00559_00-THELASTOFUS00000,50%,HK$148.00,HK$74.00,28/2/2024 03:59 PM UTC,4.81,389k,"Action, Adventure",25/7/2018
"DRAGON BALL Z: KAKAROT Legendary Edition PS4&PS5 (Simplified Chinese, Korean, Thai, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA08082_00-DBZKTLGEDITION00,67%,HK$599.00,HK$197.67,28/2/2024 03:59 PM UTC,4.58,38k,"Action, Role Playing Games",11/1/2023
"DRAGON BALL Z: KAKAROT PS4&PS5 (Simplified Chinese, Korean, Thai, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA08082_00-ATREMASTER001PS5,75%,HK$399.00,HK$99.75,28/2/2024 03:59 PM UTC,4.58,38k,"Action, Adventure, Role Playing Games",11/1/2023
"DRAGON BALL Z: KAKAROT PS4&PS5 (Simplified Chinese, Korean, Thai, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA14614_00-ASIAFULLGAME0000,Catalogue,,Included,,4.58,38k,"Action, Adventure, Role Playing Games",15/1/2020
"Little Nightmares II PS4 & PS5 (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Asia Pte Ltd.,https://store.playstation.com/en-hk/product/HP5028-PPSA02215_00-LITTLENIGHTS2000,70%,HK$219.00,HK$65.70,28/2/2024 03:59 PM UTC,4.61,14k,"Adventure, Puzzle, Action",25/8/2021
"Call of Duty®: Modern Warfare® II - Cross-Gen Bundle (Simplified Chinese, English, Korean, Thai, Traditional Chinese)",Activision,https://store.playstation.com/en-hk/product/HP0002-PPSA07953_00-CODMW2CROSSGEN01,50%,HK$548.00,HK$274.00,28/2/2024 03:59 PM UTC,4.04,282k,Action,27/10/2022
"Black Desert: Traveler Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-7789368583668763,80%,HK$238.00,HK$47.60,28/2/2024 03:59 PM UTC,3.83,12k,"Role Playing Games, Role Playing Games",17/5/2023
"Black Desert: Explorer Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-5553066638617150,70%,HK$398.00,HK$119.40,28/2/2024 03:59 PM UTC,3.83,12k,"Role Playing Games, Role Playing Games",17/5/2023
"Black Desert: Conqueror Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-7826430899616130,70%,HK$798.00,HK$239.40,28/2/2024 03:59 PM UTC,3.83,12k,"Role Playing Games, Role Playing Games",17/5/2023
Black Desert - Traveler Item Pack (English/Chinese/Korean/Japanese Ver.),Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-0100253410410999,,,Not available for purchase,,0.0,No,"Adventure, Role Playing Games",17/5/2023
Black Desert - Explorer Item Pack (English/Chinese/Korean/Japanese Ver.),Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-0208493231183726,,,Not available for purchase,,0.0,No,"Adventure, Role Playing Games",17/5/2023
Black Desert - Conqueror Item Pack (English/Chinese/Korean/Japanese Ver.),Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-0543500311006147,,,Not available for purchase,,0.0,No,"Adventure, Role Playing Games",17/5/2023
"Black Desert - 1,000 Pearls (English/Chinese/Korean/Japanese Ver.)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-NA00000000000000,20%,HK$78.00,HK$62.40,28/2/2024 03:59 PM UTC,0.0,No,"Role Playing Games, Role Playing Games",20/8/2019
"Black Desert - 1,000 Pearls (Virtual Currency)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-ASIA000000000000,20%,HK$78.00,HK$62.40,28/2/2024 03:59 PM UTC,0.0,No,Role Playing Games,20/8/2019
"Black Desert - 2,040 Pearls (English/Chinese/Korean/Japanese Ver.)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-1918037061400777,20%,HK$148.00,HK$118.40,28/2/2024 03:59 PM UTC,0.0,No,"Role Playing Games, Role Playing Games",20/10/2021
"Black Desert - 3,200 Pearls (English/Chinese/Korean/Japanese Ver.)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-8179066334336160,20%,HK$238.00,HK$190.40,28/2/2024 03:59 PM UTC,5.0,1,"Role Playing Games, Role Playing Games",20/10/2021
"Black Desert - 4,360 Pearls (English/Chinese/Korean/Japanese Ver.)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-8686236891305434,20%,HK$308.00,HK$246.40,28/2/2024 03:59 PM UTC,0.0,No,"Role Playing Games, Role Playing Games",20/10/2021
"Black Desert - 6,600 Pearls (English/Chinese/Korean/Japanese Ver.)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-5241899696855041,20%,HK$468.00,HK$374.40,28/2/2024 03:59 PM UTC,0.0,No,"Role Playing Games, Role Playing Games",20/10/2021
"Black Desert - 11,500 Pearls (English/Chinese/Korean/Japanese Ver.)",Pearl Abyss,https://store.playstation.com/en-hk/product/UP4162-CUSA15233_00-2459834825292075,20%,HK$798.00,HK$638.40,28/2/2024 03:59 PM UTC,5.0,1,"Role Playing Games, Role Playing Games",20/10/2021
"No Man's Sky PS4 & PS5 (Simplified Chinese, English, Korean, Traditional Chinese)",Hello Games Ltd,https://store.playstation.com/en-hk/product/HP2034-PPSA02112_00-NOMANSSKYHG00001,Trial,,Free,,3.8,84k,"Action, Adventure, Unique",11/11/2020
No Man's Sky PS4 & PS5 (English/Chinese/Korean/Japanese Ver.),Hello Games Ltd,https://store.playstation.com/en-hk/product/HP2034-CUSA05777_00-NOMANSSKYHG00001,Trial,,Free,,3.8,84k,"Action, Adventure",8/8/2016
"Need for Speed™ Unbound Palace Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA01716_00-DELUXEEDITION000,85%,HK$629.00,HK$94.35,28/2/2024 03:59 PM UTC,3.07,5.4k,Driving/Racing,2/12/2022
Bloodborne™ The Old Hunters DLC (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA01363_00-SPEXPANSIONDLC03,50%,HK$155.00,HK$77.50,28/2/2024 03:59 PM UTC,4.8,9.3k,Action,24/11/2015
"Football Manager 2024 Console (Simplified Chinese, English, Korean, Japanese)",SEGA CORPORATION,https://store.playstation.com/en-hk/product/EP0177-PPSA15760_00-FM24EU0000000000,20%,HK$329.00,HK$263.20,28/2/2024 03:59 PM UTC,3.99,569,Sport,6/11/2023
"Nioh 2 Remastered – The Complete Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0106-PPSA02463_00-NIOH2CE000000000,50%,HK$398.00,HK$199.00,28/2/2024 03:59 PM UTC,4.55,27k,"Action, Role Playing Games, Unique",3/2/2021
Need for Speed™ Heat (English/Chinese/Korean Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA15081_00-ASIA000000000001,95%,HK$469.00,HK$23.45,28/2/2024 03:59 PM UTC,4.19,47k,Driving/Racing,7/11/2019
"STAR WARS Jedi: Survivor™ Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA07783_00-DELUXEEDITION000,40%,HK$709.00,HK$425.40,28/2/2024 03:59 PM UTC,4.51,9.7k,Action,28/4/2023
"The Crew™ Motorfest Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA02840_00-THECREWMDELU0000,50%,HK$618.00,HK$309.00,28/2/2024 03:59 PM UTC,4.3,15k,Driving/Racing,8/11/2023
"The Crew™ Motorfest Gold Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA02840_00-THECREWMGOLD0000,50%,HK$778.00,HK$389.00,28/2/2024 03:59 PM UTC,4.3,15k,Driving/Racing,11/9/2023
The Crew™ Motorfest | Year 1 Pass (English/Chinese/Korean/Japanese Ver.),UBISOFT,https://store.playstation.com/en-hk/product/JP0001-CUSA26573_00-TCMYEAR1PASS2023,35%,HK$308.00,HK$200.20,28/2/2024 03:59 PM UTC,4.17,12,Driving/Racing,11/9/2023
"Borderlands 3 Next Level Bundle PS4™ &  PS5™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-000000OAKSIEANLB,85%,HK$548.00,HK$82.20,28/2/2024 03:59 PM UTC,4.54,27k,"Shooter, Action, Unique",11/11/2020
"Borderlands 3: Ultimate Edition PS4™ &  PS5™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-000000OAKSIEAUEB,70%,HK$767.00,HK$230.10,28/2/2024 03:59 PM UTC,4.54,27k,"Shooter, Action, Unique",11/11/2020
Borderlands 3 Season Pass PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-BL3SEASONPASSCO1,70%,HK$390.00,HK$117.00,28/2/2024 03:59 PM UTC,0.0,No,"Shooter, Action, Unique",11/11/2020
Borderlands 3: Season Pass 2 PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-BL3SEASONPASSCO2,40%,HK$234.00,HK$140.40,28/2/2024 03:59 PM UTC,0.0,No,"Shooter, Action, Unique",11/11/2020
Borderlands 3: Bounty of Blood PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC3,33%,HK$117.00,HK$78.39,28/2/2024 03:59 PM UTC,0.0,No,Action,11/11/2020
Borderlands 3: Designer's Cut PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC5,35%,HK$117.00,HK$76.05,28/2/2024 03:59 PM UTC,3.44,18,"Shooter, Action, Unique",11/11/2020
Borderlands 3: Director's Cut PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC6,35%,HK$117.00,HK$76.05,28/2/2024 03:59 PM UTC,0.0,No,"Shooter, Action, Unique",8/4/2021
"Borderlands 3: Guns, Love, and Tentacles PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.)",2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC2,33%,HK$117.00,HK$78.39,28/2/2024 03:59 PM UTC,0.0,No,"Action, Action, Shooter",11/11/2020
"Borderlands 3: Guns, Love, and Tentacles (English/Chinese/Korean/Japanese Ver.)",Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA07823_00-ASIA000000000006,33%,HK$117.00,HK$78.39,28/2/2024 03:59 PM UTC,4.76,80,Shooter,26/3/2020
Borderlands 3: Moxxi's Heist of the Handsome Jackpot PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC1,33%,HK$117.00,HK$78.39,28/2/2024 03:59 PM UTC,0.0,No,"Shooter, Shooter",11/11/2020
Moxxi's Heist of the Handsome Jackpot (English/Chinese/Korean/Japanese Ver.),Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA07823_00-ASIA000000000005,33%,HK$117.00,HK$78.39,28/2/2024 03:59 PM UTC,4.76,146,Shooter,19/12/2019
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC4,33%,HK$117.00,HK$78.39,28/2/2024 03:59 PM UTC,0.0,No,"Action, Action, Shooter",11/11/2020
"Mount & Blade II: Bannerlord (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",PLAION,https://store.playstation.com/en-hk/product/HP4062-PPSA07097_00-5893162273264820,70%,HK$398.00,HK$119.40,28/2/2024 03:59 PM UTC,4.23,3.1k,Role Playing Games,24/10/2022
"Assassin’s Creed® Valhalla + Immortals Fenyx Rising™ Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01504_00-ACVIFRBUNDLE0000,80%,HK$859.00,HK$171.80,28/2/2024 03:59 PM UTC,4.19,46k,Role Playing Games,16/3/2021
"Assassin's Creed Valhalla Ragnarök Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01504_00-EDITIONYEAR20000,75%,HK$728.00,HK$182.00,28/2/2024 03:59 PM UTC,4.19,46k,Role Playing Games,9/3/2022
"Dead Island 2 Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Deep Silver,https://store.playstation.com/en-hk/product/EP4062-PPSA03099_00-DI2HELLAPS5SIEE0,45%,HK$588.00,HK$323.40,28/2/2024 03:59 PM UTC,4.4,5.9k,"Action, Adventure, Action",20/4/2023
DEAD ISLAND 2 EXPANSION PASS (English/Chinese/Korean/Japanese Ver.),Deep Silver,https://store.playstation.com/en-hk/product/EP4062-PPSA03099_00-DI20EXP0PS50SIEE,40%,HK$235.00,HK$141.00,28/2/2024 03:59 PM UTC,5.0,2,"Action, Adventure, Action",3/5/2023
Dead Island 2 - Haus (English/Chinese/Korean Ver.),Deep Silver,https://store.playstation.com/en-hk/product/EP4062-PPSA03099_00-DI2SE1PS5SIEE000,25%,HK$114.00,HK$85.50,28/2/2024 03:59 PM UTC,3.33,3,"Action, Adventure, Action",2/11/2023
ONE PIECE: PIRATE WARRIORS 4 - Deluxe Edition (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-ASIADX0000000000,70%,HK$449.00,HK$134.70,28/2/2024 03:59 PM UTC,4.66,7.4k,"Action, Adventure",25/3/2020
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition (Game),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-OPPW4SDXEDITION0,50%,HK$699.00,HK$349.50,28/2/2024 03:59 PM UTC,4.66,7.4k,"Action, Adventure",13/9/2023
ONE PIECE: PIRATE WARRIORS 4 Additional Episodes Pack (Add-On),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-OPPW4EPISODEPAC1,20%,HK$59.00,HK$47.20,28/2/2024 03:59 PM UTC,4.96,26,"Action, Adventure",13/9/2023
Titanfall™ 2: Ultimate Edition (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA04027_00-ASIA000000000058,85%,HK$210.00,HK$31.50,28/2/2024 03:59 PM UTC,4.54,111k,"Action, Adventure, Shooter",1/8/2017
"Moving Out 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-PPSA08206_00-1007908867100773,35%,HK$238.00,HK$154.70,28/2/2024 03:59 PM UTC,4.28,903,Strategy,14/8/2023
"Super Robot Wars 30 (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA26237_00-SUPERROBOT30ASIA,65%,HK$529.00,HK$185.15,28/2/2024 03:59 PM UTC,4.6,1.5k,"Role Playing Games, Strategy, Simulation",27/10/2021
